HOUSEHOLD_ID,DRIVER_ID,POLICY_ID,CLAIM_ID,INCIDENT_CAUSE,DESCRIPTION,CLAIM_STATUS,ODOMETER_AT_LOSS,LOSS_EVENT_TIME,CLAIM_INIT_TIME,POLICE_REPORT,CLAIMS_AT_LOSS_DATE,LOSS_LOCATION_LAT,LOSS_LOCATION_LONG,CLAIM_AMOUNT,FLAG_FOR_FRAUD_INV,PRIMARY_DRIVER_ID,START_DATE,EXPIRY_DATE,MODEL_YEAR,MAKE,MODEL,PLATE,COLOR,INITIAL_ODOMETER,LOW_MILEAGE_USE,FIRST_NAME,LAST_NAME,GENDER,BIRTHDATE,SSN,DRIVERS_LICENSE_ID,DRIVERS_LICENSE_EXPIRY,DRIVERS_LICENSE_STATE,DATE_AT_CURRENT_ADDRESS,CONTACT_NUMBER,EMAIL,COMMUTE_DISCOUNT
MH92279,YOD8364,WW4653707,A-2017-QW162,2,,3,70700.8,5/19/17,6/1/17,0,1,41.72984108,-87.60480693,1450,0,YOD8364,9/5/16,9/5/17,2014,Ford,F-150,ZQJT789,Silver,55728,0,Rosita,Cardona,F,11/6/93,030-14-5543,N837-8064-1103,7/3/18,IL,10/5/14,823-982-0183 ,rcardona@mailjeep.com,0
HJ68194,XZY2844,TZ9092867,A-2017-NP425,1,,1,63610.2,11/26/17,12/1/17,0,1,41.86347978,-87.68928558,31450,1,XZY2844,3/20/17,3/20/18,2015,Jeep,Wrangler,RFXR430,Silver,57456,0,Dion,Pimento,M,1/11/56,458-72-9685,R761-5910-2561,7/23/18,IL,5/15/03,261-657-0953 ,dpimento@fasstmail.com,0
LL33654,TGA1173,VT5542027,A-2016-JS377,2,,1,371183.8,8/26/16,9/1/16,1,5,41.84714751,-87.64633938,13100,1,TGA1173,10/3/15,10/2/16,1998,Ford,F-150,JVXZ499,Black,370656,0,Clarence,Ziola,M,12/18/74,472-59-7205,G183-2201-3815,7/24/19,IL,3/23/17,840-574-0215 ,cziola@gmxx.com,0
EH38308,AQE1236,QV0727891,A-2016-CP968,2,,3,67792.3,10/12/16,10/20/16,0,1,41.81679293,-87.59494802,1490,0,AQE1236,2/1/15,2/1/16,2013,Dodge,Grand Caravan,CAJK640,Black,61488,0,Aldo,Grauso,M,12/12/46,055-14-4900,Y391-6319-4299,7/5/20,IL,10/16/05,245-911-0869 ,agrauso@zohoo.com,1
KH30531,PWW8014,PU3271539,A-2017-HT680,3,,3,444121.7,4/4/17,4/12/17,1,1,41.87409237,-87.66647809,1110,0,PWW8014,4/25/16,4/25/17,1995,Ford,Mustang,OKNB982,Silver,436392,0,Theodora,Feuquay,F,12/22/88,015-17-7578,H742-5490-5580,9/20/21,IL,1/16/10,738-369-0103 ,tfeuquay@husshmail.com,0
ML60099,COU4904,WS4386340,A-2018-OF511,2,,1,76181.7,4/19/18,5/2/18,1,1,41.92512769,-87.66204067,19676.5,1,COU4904,3/25/17,3/25/18,2015,Ford,Expedition,YDKO913,Silver,66324,0,John,Prusko,F,2/5/45,875-66-1378,Z934-5918-8748,8/18/21,IL,2/8/05,237-850-0931 ,jprusko@outloop.com,0
MK83768,HRN8373,UR0452238,A-2016-JJ651,4,,1,346425.5,2/29/16,3/9/16,0,1,41.77965209,-87.65942423,24713.5,1,HRN8373,8/25/15,8/24/16,1998,Kia,Sorento,PPED277,Silver,344520,0,Lena,Salony,F,8/11/67,850-22-1955,W650-3943-3559,9/6/18,IL,11/17/00,750-314-0075 ,lsalony@mooosend.com,1
LE14930,VEC6774,UP8480383,A-2017-VZ267,2,,3,174227.7,2/16/17,2/17/17,0,3,41.84665185,-87.64791126,2150,0,VEC6774,10/4/16,10/4/17,2010,Chrysler,Pacifica,EKZC266,Light Brown,161700,0,Will,Carmicle,M,11/16/73,588-70-8948,N618-2416-5091,10/9/18,IL,3/6/13,836-567-0706 ,wcarmicle@life.com,0
KA93396,HRI8668,YR9205425,A-2018-ZQ873,2,,3,148301.5,6/1/18,6/14/18,0,1,41.78487905,-87.69491794,2000,0,HRI8668,8/13/17,8/13/18,2012,Kia,Forte,JJTK085,White,138312,0,Angelita,Ieraci,F,10/29/63,848-09-5835,C415-1927-6398,5/28/20,IL,6/20/04,241-939-0793 ,aieraci@mailjeep.com,0
KJ47756,RZH5190,OT1788750,A-2017-JF585,3,,3,199855.1,10/28/17,11/3/17,0,2,41.96134343,-87.69835838,1630,0,RZH5190,4/12/16,4/12/17,2007,Dodge,Ram,XMGY447,Black,187572,0,Federico,Hauptman,M,10/27/77,247-11-8534,Z805-8393-6851,5/17/21,IL,4/2/14,357-223-0801 ,fhauptman@beemail.com,0
AF63724,BWX6731,SQ9493725,A-2018-US500,1,,3,234182.9,11/28/18,12/6/18,0,1,41.88222375,-87.75809921,1330,0,BWX6731,10/16/17,10/16/18,2006,Honda,Civic,DATS775,Light Brown,225132,0,Clarence,Slovacek,M,9/26/90,794-04-3022,D569-4982-6736,3/29/20,IL,5/26/99,735-234-0772 ,cslovacek@lightemail.com,0
LI96265,BDP9984,NS5037260,A-2018-GU639,3,,3,142857.4,8/9/18,8/14/18,0,2,41.83105838,-87.61678193,1170,0,BDP9984,7/7/17,7/7/18,2012,Mercedes,GLC,HHRI867,White,138252,0,Wilmer,Pitkin,M,10/5/79,483-99-9543,B705-9907-2526,1/16/18,IL,6/16/07,349-241-0184 ,wpitkin@mmail.com,0
EI77277,ZPD1073,SW0966653,A-2017-VM328,4,,1,74820.6,11/25/17,12/6/17,1,3,41.93506582,-87.71742429,16480,1,ZPD1073,3/3/16,3/3/17,2013,Chevrolet,Malibu,VKOZ537,Black,73644,0,Bettie,Macwan,F,9/5/39,651-61-8370,M358-3959-1582,11/19/20,IL,2/17/14,729-788-0179 ,bmacwan@zohoo.com,0
EK11138,PAN7318,SX7857810,A-2017-DR546,5,,1,126227,7/30/17,8/13/17,1,1,41.92027338,-87.78031813,30230,1,PAN7318,4/11/16,4/11/17,2012,Ford,Explorer,SHHQ003,Silver,117348,0,Ivory,Kutty,M,12/21/70,383-13-1409,D560-2086-2757,4/30/20,IL,9/4/15,258-496-0421 ,ikutty@outloop.com,0
AL26048,GCU7030,XO5492924,A-2018-FD735,1,,3,66583.4,9/14/18,9/25/18,1,1,41.89089442,-87.62019212,2090,0,GCU7030,1/27/17,1/27/18,2015,Nissan,Frontier,RYRN470,Light Brown,57252,0,Leonel,Schaefers,M,11/20/87,515-24-8279,O873-3639-9742,2/11/21,IL,1/23/06,348-559-0385 ,lschaefers@inboux.com,0
AC90741,WSW2851,WP4076143,A-2017-BN974,1,,3,165993.5,10/5/17,10/15/17,1,1,41.99767708,-87.69924898,1320,0,WSW2851,10/19/16,10/19/17,2000,Chevrolet,Cruze,BCCC390,Med Red,159018,1,Harley,Drymon,M,3/28/50,822-82-2620,I555-6902-7583,8/4/19,IL,6/22/00,342-777-0642 ,hdrymon@zohoo.com,0
JB66405,BIT9059,XY0567145,A-2018-HW937,3,,1,251135.4,8/27/18,9/5/18,1,5,41.90809991,-87.63476376,41320,1,BIT9059,1/2/17,1/2/18,2005,Toyota,Corolla,IBGM439,Black,240588,0,Aaron,Deantonio,M,5/18/00,608-93-4002,X194-7227-7326,7/29/18,IL,7/16/02,750-266-0359 ,adeantonio@mmail.com,0
EE84567,MOX3439,OO7894942,A-2018-VH845,3,,1,240903.7,3/6/18,3/12/18,0,2,41.77775486,-87.65066077,31740,1,MOX3439,8/15/17,8/15/18,2007,Jeep,Cherokee,ZQXG987,Med Dk Blue,236016,0,Irving,Leveque,M,7/20/45,518-59-2263,I339-9649-9079,4/18/18,IL,11/20/01,350-917-0857 ,ileveque@yahoot.com,0
CB53549,RUC2715,YV4334607,A-2017-IM693,5,,1,434497.7,7/10/17,7/21/17,1,1,41.90359031,-87.65921321,33400,1,RUC2715,9/11/16,9/11/17,1998,Chrysler,Pacifica,MJHG499,Light Brown,425172,0,Sue,Stansill,F,4/19/89,669-44-2891,C898-5025-6309,5/20/21,IL,7/8/03,739-936-0966 ,sstansill@yahoot.com,0
LJ89696,YTB3110,VN0725150,A-2017-TT710,3,,1,364482.8,3/28/17,3/28/17,1,1,41.88411405,-87.61476242,30080,1,YTB3110,10/4/16,10/4/17,2002,Chevrolet,Camaro,MDQP294,Black,357480,0,Agustin,Henn,M,5/17/87,592-41-2593,O974-6383-1011,8/31/21,IL,8/7/05,750-751-0640 ,ahenn@life.com,1
HI09591,MAL6234,TZ4837583,A-2017-HS817,4,,3,69086.7,9/7/17,9/13/17,1,1,41.97240949,-87.75397937,2460,0,MAL6234,2/19/16,2/18/17,2014,Mercedes,E class,URMF865,White,59616,0,Bob,Kaplin,M,5/21/42,263-48-9011,A382-8390-2063,9/11/19,IL,10/3/09,735-928-0150 ,bkaplin@ggmail.com,1
JI11006,TNG4549,YV8589564,A-2018-QU148,5,,1,79847.5,1/24/18,1/25/18,0,1,41.88993991,-87.6341743,14770,1,VDN7251,6/18/17,6/18/18,2014,Ford,Mustang,JCSA132,Silver,75660,0,Taylor,Sporre,F,1/22/39,642-53-1504,K644-7705-8642,8/28/19,IL,4/20/03,241-528-0744 ,tsporre@lightemail.com,0
BC81640,WAU8340,ZU0377459,A-2018-NH957,4,,3,113022.1,9/11/18,9/22/18,1,1,41.83359679,-87.72413311,1780,0,WAU8340,8/15/17,8/15/18,2013,Ford,Fusion,AGFX127,Med Dk Blue,100980,0,Marylou,Pinke,F,3/20/95,667-36-6501,A337-8395-4871,4/30/18,IL,10/1/07,265-216-0666 ,mpinke@life.com,0
FB38129,YTH9316,TO3603995,A-2018-TY405,4,,3,76872.2,6/20/18,7/4/18,0,1,41.74429685,-87.58522947,1820,0,GZN1936,2/10/17,2/10/18,2015,Chevrolet,Silverado,ISVV607,White,65760,0,Elvia,Taraba,F,11/23/88,368-20-4958,V453-7570-7666,6/18/21,IL,8/5/08,739-861-0293 ,etaraba@zohoo.com,0
KJ36556,NVN5105,PX4451208,A-2018-IY687,3,,1,219131.7,11/8/18,11/12/18,1,1,41.76400271,-87.71489464,24750,1,NVN5105,5/7/17,5/7/18,2007,Nissan,Sentra,XEMT297,Silver,217608,0,Maurine,Watton,F,11/16/98,779-14-1059,U338-3628-7897,11/2/20,IL,11/10/08,826-320-0557 ,mwatton@gmxx.com,0
FK04763,FJY6274,RQ9379181,A-2017-KS500,5,,1,232789,3/20/17,4/2/17,0,1,41.88091068,-87.62550911,23960,1,QCN3933,3/13/16,3/13/17,2007,Toyota,Camry,CTEY337,White,230628,0,Janine,Rammacher,F,8/22/99,547-94-4374,K536-9440-1607,4/21/18,IL,9/9/10,624-353-0415 ,jrammacher@husshmail.com,1
MB76425,ZUK2264,NS3447639,A-2017-RA334,2,,3,142498.4,4/23/17,5/2/17,0,1,41.76866087,-87.58787755,2410,0,ZUK2264,3/4/16,3/4/17,2011,Acura,RDX,EEXA907,Light Brown,136404,0,Alisha,Amoia,F,1/15/79,095-68-5294,L299-8954-4540,1/14/19,IL,7/26/03,728-596-0336 ,aamoia@lightemail.com,0
FB20888,EPZ3482,QV4734674,A-2016-CS572,3,,3,105292.9,5/11/16,5/25/16,0,1,41.86259342,-87.68577824,2840,0,EPZ3482,4/16/15,4/15/16,2011,Chrysler,Pacifica,AFCU408,Black,94980,0,Avery,Griewahn,M,2/15/85,366-53-8977,E214-1381-6643,2/15/21,IL,2/23/16,723-923-0640 ,agriewahn@mailjeep.com,1
CA35572,LAJ9394,TN6090606,A-2016-TL355,1,,1,167780.9,12/8/16,12/20/16,1,3,41.92365236,-87.63989337,20033,1,LAJ9394,10/3/15,10/2/16,2009,Toyota,Tacoma,CWSC569,Dark Red,155148,0,Augusta,Loete,F,3/31/96,673-95-6851,B149-6318-1685,7/27/20,IL,2/15/15,738-395-0616 ,aloete@yahoot.com,0
BM24240,TIR1328,UX8041292,A-2016-YK373,1,,1,151474.3,1/21/16,1/27/16,1,1,41.88036512,-87.7633382,16760,1,TIR1328,2/10/15,2/10/16,2010,Hyundai,Sonata,PPNY636,Med Dk Blue,143856,0,Garfield,Bragger,M,3/4/35,827-03-3069,K239-9338-2763,1/23/19,IL,1/26/10,258-296-0534 ,gbragger@mailjeep.com,0
HB56187,UIF3842,YT4555816,A-2016-JO793,5,,3,246782,9/9/16,9/11/16,0,1,41.91571189,-87.70218517,1370,0,UIF3842,2/12/15,2/12/16,2004,Mercedes,E class,COBC160,Med Dk Blue,238464,0,Marcelo,Boros,M,1/14/80,252-75-3480,R957-1900-2621,11/19/20,IL,7/3/99,748-310-0921 ,mboros@outloop.com,0
DG34798,JKN2302,VN8254173,A-2017-LQ114,5,,3,144581.9,3/28/17,4/10/17,0,3,41.90044127,-87.68436645,2610.5,0,JKN2302,11/25/16,11/25/17,2003,Nissan,Sentra,HION914,Light Brown,129780,1,Williams,Gjerstad,M,5/3/83,077-70-6043,T941-3227-2513,6/22/20,IL,2/22/14,841-724-0614 ,wgjerstad@gmxx.com,0
JL95858,MRS9095,XU0143137,A-2017-FB843,4,,3,80003.2,2/20/17,2/27/17,1,1,41.94522873,-87.81440018,2620,0,MRS9095,9/10/16,9/10/17,2013,GMC,Sierra,WEBR927,Dark Red,74256,0,Hipolito,Rivenbark,M,4/27/81,635-06-7832,R990-8621-5194,2/7/20,IL,5/14/15,247-393-0219 ,hrivenbark@freshmaail.com,0
LA10950,XHG7841,WR2538607,A-2017-YZ187,5,,1,145010.7,4/12/17,4/23/17,1,1,41.83713685,-87.70467361,17664,1,XHG7841,5/18/16,5/18/17,2010,Honda,HR-V,RFCW339,Silver,141204,0,Chas,Ricco,M,10/27/92,752-03-2096,D881-1878-1743,11/24/18,IL,4/26/05,335-974-0641 ,cricco@beemail.com,0
BJ88891,MNR3897,UR7509122,A-2016-US357,5,,3,185685.9,3/4/16,3/14/16,0,1,41.90953467,-87.74596768,1510,0,MNR3897,11/12/15,11/11/16,2008,Kia,Soul,ETZF148,Light Brown,184224,0,Mohammad,Keny,M,1/29/75,571-75-5913,R176-6171-9630,7/9/18,IL,4/12/99,750-595-0861 ,mkeny@freshmaail.com,0
MD72817,ZSL9841,VN1878483,A-2016-BP704,4,,1,176372.9,1/23/16,1/31/16,1,2,41.76915305,-87.66378819,36010,1,ZSL9841,1/16/15,1/16/16,2008,Nissan,Sentra,RPMH332,White,171360,0,Meghan,Pontier,F,11/27/49,188-66-9890,T592-7896-5577,12/19/20,IL,6/2/16,329-350-0019 ,mpontier@mmail.com,0
LM84411,UTU4435,QN6809156,A-2017-MP531,5,,3,100102.6,5/22/17,5/23/17,0,1,41.73686159,-87.5974451,2250,0,UTU4435,2/12/16,2/11/17,2012,Toyota,Tacoma,FIWT734,Silver,97344,0,Connie,Flett,F,5/23/77,777-66-8585,O343-9698-3620,12/4/21,IL,8/6/08,750-224-0117 ,cflett@outloop.com,0
FD71071,OBC1123,PX3190170,A-2017-IC655,2,,3,201913.9,2/7/17,2/18/17,1,1,41.69645644,-87.61548066,1530,0,OBC1123,1/25/16,1/24/17,2008,Chevrolet,Camaro,TXQQ588,Black,192936,0,Dean,Whisonant,M,9/28/86,598-57-6324,L543-8459-2391,9/3/18,IL,4/15/00,357-751-0179 ,dwhisonant@zohoo.com,0
LE51519,FNR6189,XS3724662,A-2018-NI956,5,,1,77746.1,6/1/18,6/6/18,1,1,42.00561454,-87.70917153,26320,1,FNR6189,11/10/17,11/10/18,2012,Subaru,Outback,WAQW618,Med Dk Blue,65664,1,Bill,Rafanello,M,10/30/66,022-21-7858,F348-9733-4971,6/30/20,IL,3/15/02,265-229-0250 ,brafanello@outloop.com,0
BD71414,TXR4715,YY5759075,A-2017-JB915,3,,1,140478.8,11/10/17,11/19/17,1,1,41.91638706,-87.64104135,33730,1,HXK7124,8/11/16,8/11/17,2010,Honda,HR-V,HJCE258,Med. Dark Gray,131952,0,Bennie,Jurkovich,M,1/24/61,284-59-7300,I888-3828-3725,10/11/18,IL,2/27/15,243-256-0953 ,bjurkovich@life.com,0
CF95397,SME3407,ZR2077226,A-2016-MC694,1,,3,80833.4,3/14/16,3/14/16,0,1,41.75466012,-87.74138476,2980,0,SME3407,8/19/15,8/18/16,2013,Honda,CR-V,BIQC990,Silver,68724,0,Iris,Loughry,F,1/4/95,064-43-7364,T735-8761-4667,4/1/19,IL,5/9/13,723-943-0245 ,iloughry@life.com,0
DH95875,IZJ4955,RR9916733,A-2016-RF401,4,,1,156166.4,7/7/16,7/7/16,1,1,41.90061438,-87.6373528,17050,1,IZJ4955,9/21/15,9/20/16,2009,Toyota,Tacoma,BXNA786,Silver,148428,0,Tanisha,Stowell,F,8/24/64,543-15-7537,Z575-3528-6826,3/1/20,IL,1/8/11,827-534-0375 ,tstowell@husshmail.com,0
FM19777,CPI2263,RO2444600,A-2016-ZR140,5,,1,230213.9,3/12/16,3/21/16,0,3,41.7359383,-87.62977539,37290,1,CPI2263,8/24/15,8/23/16,2006,Ford,Explorer,KFHH616,White,223080,0,Mark,Lechleiter,M,10/7/38,621-19-2210,L968-7077-9555,2/14/20,IL,1/3/99,258-849-0792 ,mlechleiter@ggmail.com,0
BB93489,AKN7828,UQ0687951,A-2016-BL237,2,,3,59188.4,6/19/16,6/23/16,0,1,41.81754255,-87.69027516,2780,0,AKN7828,7/8/15,7/7/16,2014,GMC,Yukon,ZTZZ798,White,46152,0,Lilian,Searer,F,10/15/44,169-31-5056,W351-7001-5750,9/29/18,IL,3/20/15,230-364-0788 ,lsearer@mailjeep.com,0
AF85054,MJH3143,UT6774573,A-2017-JM882,2,,3,63779,6/15/17,6/21/17,0,3,41.98552593,-87.66137411,2890,0,MJH3143,1/3/16,1/2/17,2014,Toyota,Corolla,DCAT821,Black,61008,0,Avis,Vandervelde,F,8/8/62,553-89-8823,B848-8874-8173,4/5/18,IL,11/15/08,750-505-0244 ,avandervelde@freshmaail.com,0
EG28718,EZE6725,ZS5355299,A-2018-YX237,3,,3,229155.5,8/19/18,8/24/18,0,1,41.88327121,-87.64507535,1590,0,EZE6725,2/11/17,2/11/18,2006,Nissan,Pathfinder,LBYE231,Silver,220464,0,Vernon,Szot,M,1/8/77,419-02-8785,M344-9024-5004,11/17/21,IL,5/25/99,729-428-0422 ,vszot@outloop.com,0
EE04180,EXG5687,OO9423535,A-2017-NJ313,1,,3,71230.1,10/29/17,11/6/17,0,1,41.77804765,-87.61571724,1860,0,EXG5687,10/6/16,10/6/17,2014,Ford,Edge,ODCI160,Silver,61200,0,Lou,Magnum,F,2/17/82,688-25-0994,G563-4178-9048,7/13/19,IL,7/20/09,237-718-0268 ,lmagnum@zohoo.com,1
ME75154,RRK1299,ST3462710,A-2018-XO924,2,,3,261551.4,1/10/18,1/18/18,0,1,41.77029026,-87.72240132,2702.5,0,RRK1299,4/7/17,4/7/18,2007,Kia,Optima,SZCA930,Silver,260916,0,Lea,Coimbra,F,4/9/74,153-86-9688,Y128-3034-7976,3/30/19,IL,7/18/13,221-721-0420 ,lcoimbra@mooosend.com,0
DC72392,PCY8036,QT8143931,A-2017-SY527,2,,3,257197.1,2/2/17,2/11/17,0,1,41.69494895,-87.64231341,1850,0,PCY8036,7/16/16,7/16/17,2006,Toyota,Rav-4,QEPI629,Silver,255036,0,Kellie,Kuhn,F,10/18/81,577-45-3350,D125-4475-5714,6/27/19,IL,6/22/04,728-349-0386 ,kkuhn@mailjeep.com,0
IF14793,CNP5087,TW3112496,A-2018-GT731,2,,3,104793.7,7/7/18,7/21/18,0,1,41.71423312,-87.64285698,2420,0,CNP5087,10/25/17,10/25/18,2013,Ford,Explorer,IWMU828,Med Dk Blue,99120,0,Marlon,Chakravarty,M,4/20/38,893-48-7223,F925-7114-8720,1/30/19,IL,8/10/01,241-689-0931 ,mchakravarty@inboux.com,0
CD16329,NJM5222,ST4388750,A-2018-GD621,5,,3,320678.5,3/7/18,3/11/18,0,1,41.97127601,-87.68914308,2430,0,NJM5222,10/18/17,10/18/18,2004,Honda,Pilot,TVWK587,White,309120,0,Ronny,Penttila,M,3/24/41,664-01-8720,L960-4572-9506,11/18/20,IL,7/12/14,735-652-0832 ,rpenttila@freshmaail.com,0
FL76780,NHV2660,QO0281819,A-2016-ZO625,2,,3,90598.9,12/3/16,12/12/16,1,1,41.89451634,-87.71887163,14360,0,NHV2660,6/15/15,6/14/16,2012,GMC,Sierra,WJXF512,Med Red,86544,0,Callie,Marteny,F,9/10/38,215-16-5467,Q978-2488-8349,10/10/20,IL,9/16/16,745-950-0888 ,cmarteny@fasstmail.com,0
EC71219,NTU6044,TO4521649,A-2016-RB634,5,,3,214386.8,2/21/16,2/25/16,0,1,41.75331874,-87.73006973,1080,0,NTU6044,10/24/15,10/23/16,2006,Ford,Escape,OPQU479,Med. Dark Gray,208200,0,Sonny,Lanc,M,9/29/79,363-48-3976,Q859-1599-5350,4/1/21,IL,11/12/13,750-698-0657 ,slanc@mmail.com,0
IE30547,TJC5486,XP1609363,A-2018-YZ526,4,,3,51278.6,11/27/18,12/8/18,1,1,41.9062753,-87.75820516,2170,0,TJC5486,2/1/17,2/1/18,2014,Honda,HR-V,ZQEA367,Black,40128,1,Phil,Mulherin,M,7/22/54,411-49-1670,B860-2682-1738,7/15/19,IL,2/10/01,723-817-0886 ,pmulherin@mooosend.com,0
DK60010,RVA8409,TZ3885135,A-2016-DL316,2,,3,47082.7,5/28/16,6/6/16,0,1,41.87384723,-87.68608757,2290,0,RVA8409,7/22/15,7/21/16,2014,Chevrolet,Silverado,VLZO958,Silver,41928,0,Lyndon,Jammal,M,3/11/57,692-70-1977,U389-2101-1296,3/3/21,IL,5/19/15,735-839-0872 ,ljammal@inboux.com,0
HH88783,DVN1241,VR2115147,A-2018-VZ635,3,,3,46993.7,8/18/18,8/25/18,1,1,41.87457106,-87.63501396,15440,0,DMX9362,5/26/17,5/26/18,2016,Toyota,Camry,XPWT874,Silver,41988,0,Dillon,Koluch,M,10/22/68,465-69-0200,Z406-5574-2524,1/9/21,IL,8/27/16,653-360-0349 ,dkoluch@mmail.com,1
HA70513,OOB9748,QZ0638898,A-2018-YA663,1,,1,49307.9,9/14/18,9/21/18,1,1,41.97985841,-87.65522996,21160,1,GZK6493,5/2/17,5/2/18,2016,Honda,CR-V,BPFB018,Med. Dark Gray,38832,0,Dwight,Maynard,M,12/28/83,536-02-7725,A253-5228-3217,1/25/20,IL,2/22/16,735-710-0308 ,dmaynard@mooosend.com,0
ED76226,UJP6030,OY9558948,A-2018-CT744,5,,3,257546.5,10/6/18,10/10/18,0,1,41.87677249,-87.64778829,2320,0,UJP6030,1/16/17,1/16/18,2005,Ford,Transit,FEBX928,Silver,256776,0,Vincent,Weinzetl,M,6/7/01,099-50-7517,I679-4965-9941,9/25/20,IL,9/25/15,247-294-0120 ,vweinzetl@life.com,0
IF34349,BXG1088,RZ8343068,A-2016-IN674,5,,1,140259.4,2/8/16,2/21/16,0,1,41.85584468,-87.68341968,29083.5,1,BXG1088,3/18/15,3/17/16,2010,Hyundai,Sonata,NNGN991,Silver,131472,0,Cheri,Americanhorse,F,8/27/88,030-96-2627,T713-7336-5544,4/14/19,IL,5/18/04,836-341-0614 ,camericanhorse@mmail.com,0
GA35304,OIT3253,YO7875831,A-2016-MD678,4,,3,359871.4,10/19/16,10/27/16,0,3,41.70629866,-87.68846006,3105,0,YBU5067,4/5/15,4/4/16,1999,Nissan,Versa,JOAM111,Silver,348228,0,Brock,Helgerson,M,4/14/75,035-88-7137,L388-1855-7295,5/8/21,IL,6/13/02,842-516-0811 ,bhelgerson@freshmaail.com,0
AM48816,MYA5741,WZ7931394,A-2017-QH626,3,,1,185755,3/1/17,3/13/17,0,4,41.75341322,-87.69781793,17590,1,MYA5741,6/18/16,6/18/17,2009,Ford,F-150,SZOK208,Silver,176472,0,Jasper,Caron,M,5/26/91,841-30-6934,X943-4215-8330,12/30/19,IL,7/10/16,837-712-0002 ,jcaron@mmail.com,0
EM10714,IZH6623,VW4558702,A-2017-IV574,1,,3,66630.4,12/8/17,12/20/17,0,1,41.83436696,-87.64147035,1750,0,IZH6623,9/21/16,9/21/17,2014,Ford,Focus,KTVI662,Black,64416,0,Clarence,Mozingo,M,12/15/43,036-14-8090,S249-2128-1314,12/18/20,IL,6/11/03,235-703-0534 ,cmozingo@lightemail.com,0
GH44736,RQP1927,SX8739262,A-2017-SE368,1,,3,125245.2,8/15/17,8/15/17,0,1,41.91010241,-87.71682443,2450,0,RQP1927,6/9/16,6/9/17,2011,Ford,Escape,DAEQ622,White,118008,0,Desmond,Lightell,M,3/19/91,263-03-8673,K395-9535-3935,7/25/21,IL,2/13/09,348-964-0529 ,dlightell@inboux.com,0
HC03059,MBZ5148,WP7539036,A-2018-LM482,3,,3,294708,5/21/18,5/22/18,0,1,41.77126708,-87.7224264,1450,0,MBZ5148,4/4/17,4/4/18,2005,Toyota,Tacoma,SXEH159,Silver,285732,0,Garland,Janin,M,9/6/70,536-65-6512,E352-6425-6109,7/16/21,IL,2/20/06,232-657-0841 ,gjanin@freshmaail.com,0
CC87621,YNS5148,OY3479747,A-2016-WV626,3,,1,31587.5,3/1/16,3/9/16,1,1,42.00439025,-87.66301635,34950,1,NDH8705,11/18/15,11/17/16,2014,Chevrolet,Malibu,GPGP179,White,20052,1,Lucio,Stranathan,M,4/6/35,847-32-1420,H849-1653-3844,4/5/18,IL,8/18/02,230-481-0031 ,lstranathan@inboux.com,1
IK38416,UGL4604,ZN3588796,A-2018-EY949,3,,3,183006.5,3/26/18,4/9/18,0,5,41.86240243,-87.66641897,1780,0,UGL4604,3/19/17,3/19/18,2009,Toyota,Tundra,XISK380,Med Dk Blue,169668,0,Phillis,Thoroman,F,1/28/72,457-88-0518,K845-5093-1427,7/10/19,IL,3/13/15,241-308-0228 ,pthoroman@freshmaail.com,1
LC21008,UFP5437,UO1603964,A-2016-ME143,5,,1,141307.8,5/14/16,5/16/16,1,1,41.96893861,-87.74793505,25160,1,MAE3855,10/4/15,10/3/16,2010,Jeep,Wrangler,TCML860,Med Dk Blue,137664,0,Barbra,Kesse,F,11/22/57,175-05-7583,T401-5502-7297,8/20/19,IL,4/18/15,235-582-0891 ,bkesse@fasstmail.com,0
JC47419,JYE8149,ST1510993,A-2018-GL227,5,,1,127433.6,7/14/18,7/21/18,0,1,41.80747002,-87.61668477,42124.5,1,JYE8149,4/25/17,4/25/18,2006,Cadillac,XT5,KPVR160,Black,126576,1,Malik,Helwig,M,5/16/66,524-28-2213,L195-9853-7573,9/19/20,IL,1/27/02,335-850-0464 ,mhelwig@mooosend.com,0
MI34846,UMG1114,WQ2802510,A-2017-YD503,1,,1,301827.8,6/12/17,6/16/17,0,1,41.88023932,-87.75692869,37400,1,UMG1114,5/24/16,5/24/17,2004,Audi,Q5,OHUW288,Med Red,290568,0,Katrina,Dibb,F,9/23/67,861-10-5943,C167-7375-8991,6/29/21,IL,2/5/09,723-887-0977 ,kdibb@mailjeep.com,0
JB73494,LIS2141,WN1336896,A-2018-MP928,4,,3,97080.8,6/4/18,6/13/18,0,4,41.79346382,-87.58017457,1759.5,0,LIS2141,5/11/17,5/11/18,2009,Ford,Escape,KJIR294,Med Dk Blue,94092,1,Newton,Minsker,M,3/15/38,078-27-7547,V836-6863-6333,2/16/20,IL,7/18/03,723-560-0856 ,nminsker@lightemail.com,0
MC12285,BDG7179,RQ4522274,A-2017-LS799,3,,1,46759.4,7/19/17,7/25/17,1,1,41.91692195,-87.73749169,34530,1,BDG7179,3/25/16,3/25/17,2015,Mercedes,E class,FOKJ436,Black,43044,0,Miguel,Garbe,M,1/31/43,806-99-6875,T411-2557-3034,9/27/21,IL,4/7/00,745-488-0368 ,mgarbe@mailjeep.com,0
